,R,r,rho,ratio,p,q,error
169,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,3,1.34438613433361079e-03
170,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,3,5,1.00843051326108699e-01
171,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,20,15,7.58909908485984473e-09
172,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,15,3,7.29107132122832624e-02
173,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,5,15,2.61748047954592412e-06
174,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,10,4.78889997192901845e-02
175,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,15,5.66598806657792053e-02
176,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,20,4.14468824662982802e-05
177,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,15,3,2.42851173996787283e-06
178,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,20,5,7.57071083514653447e-05
179,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,20,2.48848269294980656e-04
180,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,15,1.54462749468928728e+00
181,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,10,3,3.08009033980191915e-01
182,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,15,1.47362090252932315e-01
183,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,3,7.29107132122831514e-01
184,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,5,2.43202534241413956e-03
185,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,15,10,2.42851173996787283e-06
186,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,10,15,3.09686257048163194e+00
187,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,20,10,3.16513943602232358e-04
188,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,10,1.14496231846708584e-03
189,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,10,15,2.42598219196675347e-01
190,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,15,10,7.29107132122832624e-02
191,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,5,3.41934448048993901e-03
192,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,15,5,2.14421475913675746e-01
193,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,20,5.66598806657792192e-02
194,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,20,1.02978996002165357e+00
195,1.00000000000000000e+00,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,5,5,3.70327797398705598e-03
196,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,3,2.43202534241413956e-03
197,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,15,20,3.33574961490826702e-02
198,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,3,5,3.15146582783787865e+00
199,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,10,7.29107132122831514e-01
200,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,20,20,7.57071083514653447e-05
201,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,3,15,1.00843051326108858e-02
202,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,10,10,2.42598219196673703e+00
203,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,10,1.34438676631848841e-03
204,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,20,2.74478044842156543e-01
205,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,20,3.19374965231578078e-04
206,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,15,2.47040967319776649e-12
207,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,15,15,2.43202534241470514e-04
208,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,20,5,7.57071083514591621e-04
209,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,15,10,2.42851173995462078e-07
210,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,3,3,3.15146582783787865e+00
211,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,15,1.43328592062833571e+00
212,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,3,20,3.41934448048993367e-01
213,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,5,15,6.87508529402229174e-01
214,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,15,1.14496231846708584e-03
215,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,3,1.54462749468928728e+00
216,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,5,3,1.18763905051415763e-01
217,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,5,4.14468824662976907e-05
218,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,20,5.71274516177011193e-01
219,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,5,5,6.87508529402231505e-02
220,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,5,5,1.47362090252932884e-02
221,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,3,2.40971191491437301e-15
222,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,10,15,1.50658435186147321e+00
223,1.00000000000000006e-01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,3,5.66598806657791637e-02
224,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,10,4.14468824662982802e-05
225,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,15,15,3.19029131487372339e-04
226,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,15,4.78889997192901845e-02
227,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,10,15,2.25076127094264895e-03
228,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,10,1.47362090252932919e-03
229,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,10,1.37126191236112023e-06
230,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,3,10,1.30938630575850845e+00
231,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,20,10,1.89517340841626747e+00
232,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,15,5,2.14421475913674131e+00
233,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,5,10,1.01451516603679703e+00
234,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,5,20,3.70327797398705208e-02
235,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,3,5,1.00017227405073232e-02
236,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,15,5,1.37126191236200352e-04
237,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,3,3,1.56011238558388876e+00
238,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,10,15,4.78889997192899819e-01
239,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,15,3.41934448048993901e-03
240,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,5,10,5.66598806657792921e-03
241,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,20,3.13576739101425694e+00
242,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,10,3,1.86703191317380275e-03
243,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,20,15,9.06948697658812919e-01
244,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,10,3,9.30545989851914584e-02
245,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,20,3,3.02049499315581294e+00
246,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,10,20,2.25076127094264895e-03
247,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,3,8.35468067680550241e-08
248,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,3,5.71274516177011193e-01
249,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,3,3.19374965231578078e-04
250,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,10,10,2.25076127094264895e-03
251,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,5,10,5.66523210686596321e-03
252,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,5,15,6.87508529402231505e-02
253,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,15,9.94719269392668358e-04
254,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,15,5,2.42851173995462078e-07
255,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,15,2.48679598941731628e-04
256,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,20,1.34438676631848841e-03
257,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,3,15,1.49052334399538755e+00
258,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,3,4.32955374743518474e-05
259,1.00000000000000000e+00,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,3,20,1.49052334399538716e-01
260,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,5,20,1.01451516603679703e+00
261,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,5,10,2.48848269294979626e-04
262,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,3,20,1.30938630575850845e+00
263,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,5,20,5.66523210686596321e-03
264,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,15,3,2.42851173995462078e-07
265,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,20,5,1.89517340841626747e+00
266,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,20,1.43328592062833571e+00
267,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,15,5,9.86543326482093412e-04
268,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,10,15,1.86703191317380275e-03
269,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,5,9.94719269392666623e-04
270,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,5,3,1.18763905051415630e+00
271,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,10,2.41397894724133332e-15
272,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,15,10,3.19029131487372339e-04
273,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,10,5,9.30545989851914584e-02
274,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,3,10,1.49052334399538723e-02
275,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,5,4.32955374743518474e-05
276,1.00000000000000000e+00,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,15,15,9.86543326482090810e-03
277,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,5,20,1.18763905051415763e-01
278,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,15,10,9.86543326482095667e-02
279,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,3,2.47040918808596387e-12
280,1.00000000000000006e-01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,10,10,1.86703191317374624e-02
281,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,20,7.29107132122831514e-01
282,1.00000000000000000e+01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,3,5,1.14496231846708584e-03
283,1.00000000000000006e-01,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,5,2.47040967314943661e-12
284,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,20,3,2.41192063344316707e-14
285,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,5,20,2.48848269294981144e-03
286,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,20,5,2.32354518962292825e-02
287,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,5,3,2.74478044842156543e-01
288,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,3,5,1.30938630575851006e-01
289,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,10,10,9.30545989851913502e-01
290,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,3,10,1.30938630575851006e-01
291,1.00000000000000000e+00,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,15,20,1.37126191236023664e-05
292,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,10,10,2.53033056971401469e-08
293,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,3,1.14496231846708471e-01
294,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,20,3,7.57071083510015230e-05
295,1.00000000000000006e-01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,10,1.34438613433361513e-03
296,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,3,7.58909907602497147e-08
297,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,5,15,1.18763905051415763e-01
298,1.00000000000000000e+01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,20,15,2.32354518962292825e-02
299,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,10,10,4.78889997192899819e-01
300,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,3,3,2.88380740168325600e-01
301,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,15,3,9.86543326482093412e-04
302,1.00000000000000000e+00,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,3,20,2.88380740168323868e+00
303,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,5,5,1.01451516603679703e+00
304,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,5,3.08009033980191074e-03
305,1.00000000000000000e+00,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,20,7.94502921743554746e-01
306,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,20,20,2.41397894988492809e-15
307,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,5,9.55528286686628814e-01
308,1.00000000000000000e+00,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,15,3,1.37126191236023664e-05
309,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,20,20,1.89517340841628273e-01
310,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,15,20,2.42851173997314603e-06
311,1.00000000000000000e+00,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,3,15,1.00017227405073557e-03
312,1.00000000000000000e+01,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,15,10,9.86543326482093412e-04
313,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,10,20,3.09686257048163194e+00
314,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,5,5,2.48848269294978282e-03
315,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,5,15,3.13576739101425694e+00
316,1.00000000000000000e+00,2.50000000000000000e+00,1.00000000000000000e+01,2.50000000000000000e-01,15,20,2.47042692677769540e-12
317,1.00000000000000000e+01,7.50000000000000000e-01,1.00000000000000000e+00,7.50000000000000000e-01,3,10,2.88380740168325600e-01
318,1.00000000000000006e-01,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,3,10,4.32955374743473236e-04
319,1.00000000000000006e-01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,20,3,7.58909907381625233e-09
320,1.00000000000000000e+00,2.50000000000000000e-01,1.00000000000000000e+00,2.50000000000000000e-01,20,5,8.35468067680550189e-07
321,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,10,5,7.77126253421952937e-05
322,1.00000000000000000e+01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,3,3,1.02978996002165357e+00
323,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,15,10,3.05844043404991162e+00
324,1.00000000000000000e+01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,3,20,3.15146582783787865e+00
325,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,10,5,1.34438676631848841e-03
326,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,3,3,1.30938630575851006e-01
327,1.00000000000000000e+01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,20,10,5.71274516177012331e-02
328,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,5,1.46947818621509851e+00
329,1.00000000000000000e+01,5.00000000000000000e+00,1.00000000000000000e+01,5.00000000000000000e-01,15,10,2.43202534241470520e-05
330,1.00000000000000006e-01,2.50000000000000014e-02,1.00000000000000006e-01,2.50000000000000000e-01,20,3,8.35468067722957550e-06
331,1.00000000000000006e-01,7.50000000000000111e-02,1.00000000000000006e-01,7.50000000000000000e-01,10,5,3.08009033980191915e-01
332,1.00000000000000000e+00,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,15,5,7.29107132122831514e-01
333,1.00000000000000000e+00,7.50000000000000000e+00,1.00000000000000000e+01,7.50000000000000000e-01,5,20,5.66598806657792921e-03
334,1.00000000000000000e+01,5.00000000000000028e-02,1.00000000000000006e-01,5.00000000000000000e-01,20,10,1.43328592062833571e+00
335,1.00000000000000000e+00,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,3,15,3.41934448048993936e-02
336,1.00000000000000006e-01,5.00000000000000000e-01,1.00000000000000000e+00,5.00000000000000000e-01,3,3,1.00017227405073232e-02
